timestamp,event,label
2026-01-01 01:00:46,Start camera,0
2026-01-01 01:00:50,Signal lost,0
2026-01-01 01:01:00,Stop camera,0
2026-01-01 01:01:06,Stop camera,0
2026-01-01 01:01:12,Start camera,0
2026-01-01 01:01:19,Tamper detected,1
2026-01-01 01:01:27,Start camera,0
2026-01-01 01:01:37,Start camera,0
2026-01-01 01:01:45,Signal lost,0
2026-01-01 01:01:54,Low battery,0
2026-01-01 01:01:56,Motion detected,0
2026-01-01 01:02:05,Stop camera,0
2026-01-01 01:02:09,Signal lost,0
2026-01-01 01:02:12,Stop camera,0
2026-01-01 01:02:22,Tamper detected,1
2026-01-01 01:02:32,Door closed,0
2026-01-01 01:02:39,Start camera,0
2026-01-01 01:02:49,Door closed,0
2026-01-01 01:02:52,Door closed,0
2026-01-01 01:03:00,Stop camera,0
2026-01-01 01:03:06,Door closed,0
2026-01-01 01:03:09,Start camera,0
2026-01-01 01:03:18,Start camera,0
2026-01-01 01:03:23,Signal lost,0
2026-01-01 01:03:27,Stop camera,0
2026-01-01 01:03:34,Stop camera,0
2026-01-01 01:03:44,Tamper detected,1
2026-01-01 01:03:46,Tamper detected,1
2026-01-01 01:03:56,Signal lost,0
2026-01-01 01:04:06,Start camera,0
2026-01-01 01:04:13,Start camera,0
2026-01-01 01:04:14,Signal lost,0
2026-01-01 01:04:19,Signal lost,0
2026-01-01 01:04:29,Door closed,0
2026-01-01 01:04:32,Tamper detected,1
2026-01-01 01:04:34,Door closed,0
2026-01-01 01:04:39,Low battery,0
2026-01-01 01:04:41,Door opened,0
2026-01-01 01:04:47,Stop camera,0
2026-01-01 01:04:49,Door closed,0
2026-01-01 01:04:53,Start camera,0
2026-01-01 01:05:01,Stop camera,0
2026-01-01 01:05:04,Start camera,0
2026-01-01 01:05:05,Stop camera,0
2026-01-01 01:05:07,Motion detected,0
2026-01-01 01:05:13,Stop camera,0
2026-01-01 01:05:21,Start camera,0
2026-01-01 01:05:23,Door closed,0
2026-01-01 01:05:25,Door opened,0
2026-01-01 01:05:32,Stop camera,0
2026-01-01 01:05:39,Door closed,0
2026-01-01 01:05:47,Motion detected,0
2026-01-01 01:05:55,Door closed,0
2026-01-01 01:05:56,Signal lost,0
2026-01-01 01:06:06,Door opened,0
2026-01-01 01:06:08,Start camera,0
2026-01-01 01:06:16,Start camera,0
2026-01-01 01:06:20,Low battery,0
2026-01-01 01:06:22,Door opened,0
2026-01-01 01:06:23,Motion detected,0
2026-01-01 01:06:31,Unauthorized access,1
2026-01-01 01:06:35,Door closed,0
2026-01-01 01:06:40,Signal lost,0
2026-01-01 01:06:47,Door opened,0
2026-01-01 01:06:52,Start camera,0
2026-01-01 01:06:59,Motion detected,0
2026-01-01 01:07:00,Door opened,0
2026-01-01 01:07:08,Start camera,0
2026-01-01 01:07:11,Door closed,0
2026-01-01 01:07:18,Signal lost,0
2026-01-01 01:07:28,Door opened,0
2026-01-01 01:07:30,Unauthorized access,1
2026-01-01 01:07:31,Stop camera,0
2026-01-01 01:07:36,Motion detected,0
2026-01-01 01:07:40,Stop camera,0
2026-01-01 01:07:44,Start camera,0
2026-01-01 01:07:46,Stop camera,0
2026-01-01 01:07:49,Stop camera,0
2026-01-01 01:07:53,Signal lost,0
2026-01-01 01:08:02,Start camera,0
2026-01-01 01:08:07,Door closed,0
2026-01-01 01:08:13,Start camera,0
2026-01-01 01:08:18,Signal lost,0
2026-01-01 01:08:25,Camera offline,1
2026-01-01 01:08:33,Tamper detected,1
2026-01-01 01:08:42,Stop camera,0
2026-01-01 01:08:52,Stop camera,0
2026-01-01 01:09:00,Door closed,0
2026-01-01 01:09:07,Door closed,0
2026-01-01 01:09:08,Signal lost,0
2026-01-01 01:09:12,Door opened,0
2026-01-01 01:09:22,Signal lost,0
2026-01-01 01:09:26,Door closed,0
2026-01-01 01:09:27,Motion detected,0
2026-01-01 01:09:32,Door closed,0
2026-01-01 01:09:41,Signal lost,0
2026-01-01 01:09:42,Start camera,0
2026-01-01 01:09:44,Stop camera,0
2026-01-01 01:09:46,Stop camera,0
2026-01-01 01:09:55,Door closed,0
2026-01-01 01:09:57,Motion detected,0
2026-01-01 01:10:04,Start camera,0
2026-01-01 01:10:14,Start camera,0
2026-01-01 01:10:21,Low battery,0
2026-01-01 01:10:29,Door closed,0
2026-01-01 01:10:37,Low battery,0
2026-01-01 01:10:47,Motion detected,0
2026-01-01 01:10:57,Stop camera,0
2026-01-01 01:11:00,Door opened,0
2026-01-01 01:11:08,Signal lost,0
2026-01-01 01:11:17,Motion detected,0
2026-01-01 01:11:20,Door closed,0
2026-01-01 01:11:29,Stop camera,0
2026-01-01 01:11:35,Stop camera,0
2026-01-01 01:11:38,Door opened,0
2026-01-01 01:11:47,Door opened,0
2026-01-01 01:11:48,Door closed,0
2026-01-01 01:11:49,Unauthorized access,1
2026-01-01 01:11:50,Start camera,0
2026-01-01 01:11:58,Motion detected,0
2026-01-01 01:12:00,Low battery,0
2026-01-01 01:12:01,Unauthorized access,1
2026-01-01 01:12:04,Door closed,0
2026-01-01 01:12:11,Door closed,0
2026-01-01 01:12:19,Signal lost,0
2026-01-01 01:12:28,Start camera,0
2026-01-01 01:12:30,Motion detected,0
2026-01-01 01:12:37,Stop camera,0
2026-01-01 01:12:42,Start camera,0
2026-01-01 01:12:50,Signal lost,0
2026-01-01 01:12:58,Low battery,0
2026-01-01 01:13:03,Motion detected,0
2026-01-01 01:13:11,Door opened,0
2026-01-01 01:13:18,Start camera,0
2026-01-01 01:13:28,Signal lost,0
2026-01-01 01:13:32,Door closed,0
2026-01-01 01:13:40,Low battery,0
2026-01-01 01:13:44,Stop camera,0
2026-01-01 01:13:52,Tamper detected,1
2026-01-01 01:13:55,Start camera,0
2026-01-01 01:13:58,Start camera,0
2026-01-01 01:14:03,Stop camera,0
2026-01-01 01:14:06,Signal lost,0
2026-01-01 01:14:12,Door closed,0
2026-01-01 01:14:19,Stop camera,0
2026-01-01 01:14:26,Unauthorized access,1
2026-01-01 01:14:34,Stop camera,0
2026-01-01 01:14:35,Door closed,0
2026-01-01 01:14:40,Door opened,0
2026-01-01 01:14:44,Stop camera,0
2026-01-01 01:14:50,Unauthorized access,1
2026-01-01 01:14:53,Door opened,0
2026-01-01 01:14:54,Door opened,0
2026-01-01 01:14:59,Stop camera,0
2026-01-01 01:15:01,Motion detected,0
2026-01-01 01:15:07,Motion detected,0
2026-01-01 01:15:08,Motion detected,0
2026-01-01 01:15:14,Motion detected,0
2026-01-01 01:15:23,Signal lost,0
2026-01-01 01:15:31,Door closed,0
2026-01-01 01:15:34,Start camera,0
2026-01-01 01:15:37,Door closed,0
2026-01-01 01:15:38,Door closed,0
2026-01-01 01:15:45,Door opened,0
2026-01-01 01:15:51,Tamper detected,1
2026-01-01 01:15:52,Door closed,0
2026-01-01 01:15:54,Low battery,0
2026-01-01 01:16:01,Signal lost,0
2026-01-01 01:16:10,Signal lost,0
2026-01-01 01:16:15,Signal lost,0
2026-01-01 01:16:19,Camera offline,1
2026-01-01 01:16:21,Motion detected,0
2026-01-01 01:16:26,Door opened,0
2026-01-01 01:16:35,Motion detected,0
2026-01-01 01:16:37,Door closed,0
2026-01-01 01:16:44,Door opened,0
2026-01-01 01:16:51,Door closed,0
2026-01-01 01:17:01,Start camera,0
2026-01-01 01:17:11,Door opened,0
2026-01-01 01:17:13,Stop camera,0
2026-01-01 01:17:20,Motion detected,0
2026-01-01 01:17:23,Door closed,0
2026-01-01 01:17:26,Stop camera,0
2026-01-01 01:17:33,Signal lost,0
2026-01-01 01:17:39,Stop camera,0
2026-01-01 01:17:41,Door closed,0
2026-01-01 01:17:45,Low battery,0
2026-01-01 01:17:51,Door opened,0
2026-01-01 01:18:01,Signal lost,0
2026-01-01 01:18:06,Stop camera,0
2026-01-01 01:18:13,Door closed,0
2026-01-01 01:18:18,Low battery,0
2026-01-01 01:18:24,Start camera,0
2026-01-01 01:18:26,Low battery,0
2026-01-01 01:18:35,Door closed,0
2026-01-01 01:18:43,Start camera,0
2026-01-01 01:18:52,Door opened,0
2026-01-01 01:18:58,Low battery,0
2026-01-01 01:19:00,Signal lost,0
2026-01-01 01:19:10,Motion detected,0
2026-01-01 01:19:12,Signal lost,0
2026-01-01 01:19:15,Door closed,0
2026-01-01 01:19:21,Signal lost,0
2026-01-01 01:19:29,Door closed,0
2026-01-01 01:19:34,Low battery,0
2026-01-01 01:19:43,Stop camera,0
2026-01-01 01:19:46,Start camera,0
2026-01-01 01:19:53,Motion detected,0
2026-01-01 01:20:00,Tamper detected,1
2026-01-01 01:20:02,Low battery,0
2026-01-01 01:20:03,Signal lost,0
2026-01-01 01:20:05,Start camera,0
2026-01-01 01:20:11,Signal lost,0
2026-01-01 01:20:16,Stop camera,0
2026-01-01 01:20:17,Start camera,0
2026-01-01 01:20:21,Start camera,0
2026-01-01 01:20:27,Stop camera,0
2026-01-01 01:20:30,Motion detected,0
2026-01-01 01:20:36,Door opened,0
2026-01-01 01:20:46,Stop camera,0
2026-01-01 01:20:53,Door closed,0
2026-01-01 01:20:55,Stop camera,0
2026-01-01 01:20:58,Start camera,0
2026-01-01 01:21:03,Start camera,0
2026-01-01 01:21:13,Signal lost,0
2026-01-01 01:21:19,Signal lost,0
2026-01-01 01:21:26,Door opened,0
2026-01-01 01:21:31,Door opened,0
2026-01-01 01:21:35,Tamper detected,1
2026-01-01 01:21:38,Tamper detected,1
2026-01-01 01:21:41,Door closed,0
2026-01-01 01:21:43,Motion detected,0
2026-01-01 01:21:45,Low battery,0
2026-01-01 01:21:49,Door opened,0
2026-01-01 01:21:53,Stop camera,0
2026-01-01 01:22:01,Motion detected,0
2026-01-01 01:22:11,Low battery,0
2026-01-01 01:22:15,Door closed,0
2026-01-01 01:22:19,Door opened,0
2026-01-01 01:22:21,Motion detected,0
2026-01-01 01:22:23,Low battery,0
2026-01-01 01:22:27,Signal lost,0
2026-01-01 01:22:37,Start camera,0
2026-01-01 01:22:38,Signal lost,0
2026-01-01 01:22:40,Door opened,0
2026-01-01 01:22:49,Motion detected,0
2026-01-01 01:22:53,Door closed,0
2026-01-01 01:22:59,Tamper detected,1
2026-01-01 01:23:00,Start camera,0
2026-01-01 01:23:05,Low battery,0
2026-01-01 01:23:15,Stop camera,0
2026-01-01 01:23:21,Low battery,0
2026-01-01 01:23:26,Low battery,0
2026-01-01 01:23:33,Motion detected,0
2026-01-01 01:23:38,Door opened,0
2026-01-01 01:23:45,Camera offline,1
2026-01-01 01:23:49,Low battery,0
2026-01-01 01:23:59,Stop camera,0
2026-01-01 01:24:02,Door opened,0
2026-01-01 01:24:08,Stop camera,0
2026-01-01 01:24:11,Stop camera,0
2026-01-01 01:24:19,Door closed,0
2026-01-01 01:24:26,Motion detected,0
2026-01-01 01:24:35,Low battery,0
2026-01-01 01:24:40,Low battery,0
2026-01-01 01:24:43,Door opened,0
2026-01-01 01:24:51,Signal lost,0
2026-01-01 01:24:59,Signal lost,0
2026-01-01 01:25:04,Motion detected,0
2026-01-01 01:25:06,Stop camera,0
2026-01-01 01:25:10,Door opened,0
2026-01-01 01:25:17,Stop camera,0
2026-01-01 01:25:23,Door closed,0
2026-01-01 01:25:28,Signal lost,0
2026-01-01 01:25:34,Motion detected,0
2026-01-01 01:25:44,Stop camera,0
2026-01-01 01:25:50,Motion detected,0
2026-01-01 01:25:56,Start camera,0
2026-01-01 01:26:06,Motion detected,0
2026-01-01 01:26:12,Start camera,0
2026-01-01 01:26:14,Door opened,0
2026-01-01 01:26:22,Low battery,0
2026-01-01 01:26:25,Motion detected,0
2026-01-01 01:26:27,Start camera,0
2026-01-01 01:26:36,Motion detected,0
2026-01-01 01:26:45,Motion detected,0
2026-01-01 01:26:54,Door opened,0
2026-01-01 01:27:00,Motion detected,0
2026-01-01 01:27:10,Door opened,0
2026-01-01 01:27:12,Motion detected,0
2026-01-01 01:27:13,Signal lost,0
2026-01-01 01:27:18,Motion detected,0
2026-01-01 01:27:20,Signal lost,0
2026-01-01 01:27:21,Motion detected,0
2026-01-01 01:27:29,Unauthorized access,1
2026-01-01 01:27:31,Low battery,0
2026-01-01 01:27:41,Door opened,0
2026-01-01 01:27:43,Unauthorized access,1
2026-01-01 01:27:45,Door closed,0
2026-01-01 01:27:49,Door opened,0
2026-01-01 01:27:57,Signal lost,0
2026-01-01 01:28:04,Door closed,0
2026-01-01 01:28:11,Signal lost,0
2026-01-01 01:28:15,Low battery,0
2026-01-01 01:28:16,Low battery,0
2026-01-01 01:28:20,Signal lost,0
2026-01-01 01:28:22,Low battery,0
2026-01-01 01:28:24,Door closed,0
2026-01-01 01:28:30,Motion detected,0
2026-01-01 01:28:38,Motion detected,0
2026-01-01 01:28:47,Start camera,0
2026-01-01 01:28:52,Low battery,0
2026-01-01 01:29:00,Motion detected,0
2026-01-01 01:29:02,Start camera,0
2026-01-01 01:29:11,Door opened,0
2026-01-01 01:29:16,Door closed,0
2026-01-01 01:29:20,Start camera,0
2026-01-01 01:29:22,Motion detected,0
2026-01-01 01:29:25,Motion detected,0
2026-01-01 01:29:30,Door opened,0
2026-01-01 01:29:31,Stop camera,0
2026-01-01 01:29:41,Low battery,0
2026-01-01 01:29:44,Door closed,0
2026-01-01 01:29:51,Signal lost,0
2026-01-01 01:30:01,Door opened,0
2026-01-01 01:30:03,Door opened,0
2026-01-01 01:30:09,Start camera,0
2026-01-01 01:30:19,Motion detected,0
2026-01-01 01:30:24,Unauthorized access,1
2026-01-01 01:30:31,Motion detected,0
2026-01-01 01:30:41,Signal lost,0
2026-01-01 01:30:45,Door opened,0
2026-01-01 01:30:50,Door closed,0
2026-01-01 01:31:00,Stop camera,0
2026-01-01 01:31:10,Motion detected,0
2026-01-01 01:31:19,Door opened,0
2026-01-01 01:31:22,Signal lost,0
2026-01-01 01:31:31,Signal lost,0
2026-01-01 01:31:38,Stop camera,0
2026-01-01 01:31:39,Stop camera,0
2026-01-01 01:31:47,Start camera,0
2026-01-01 01:31:49,Signal lost,0
2026-01-01 01:31:50,Start camera,0
2026-01-01 01:31:51,Stop camera,0
2026-01-01 01:31:54,Signal lost,0
2026-01-01 01:32:03,Start camera,0
2026-01-01 01:32:04,Signal lost,0
2026-01-01 01:32:13,Door opened,0
2026-01-01 01:32:16,Door opened,0
2026-01-01 01:32:22,Motion detected,0
2026-01-01 01:32:24,Door opened,0
2026-01-01 01:32:28,Door closed,0
2026-01-01 01:32:33,Stop camera,0
2026-01-01 01:32:43,Signal lost,0
2026-01-01 01:32:48,Door closed,0
2026-01-01 01:32:56,Motion detected,0
2026-01-01 01:33:00,Stop camera,0
2026-01-01 01:33:05,Stop camera,0
2026-01-01 01:33:07,Stop camera,0
2026-01-01 01:33:16,Door opened,0
2026-01-01 01:33:19,Door opened,0
2026-01-01 01:33:20,Camera offline,1
2026-01-01 01:33:24,Low battery,0
2026-01-01 01:33:34,Low battery,0
2026-01-01 01:33:40,Motion detected,0
2026-01-01 01:33:48,Door opened,0
2026-01-01 01:33:52,Stop camera,0
2026-01-01 01:33:56,Signal lost,0
2026-01-01 01:34:03,Door closed,0
2026-01-01 01:34:11,Motion detected,0
2026-01-01 01:34:15,Door opened,0
2026-01-01 01:34:19,Low battery,0
2026-01-01 01:34:29,Signal lost,0
2026-01-01 01:34:39,Door closed,0
2026-01-01 01:34:45,Signal lost,0
2026-01-01 01:34:51,Door closed,0
2026-01-01 01:34:53,Stop camera,0
2026-01-01 01:35:03,Stop camera,0
2026-01-01 01:35:12,Signal lost,0
2026-01-01 01:35:13,Motion detected,0
2026-01-01 01:35:20,Motion detected,0
2026-01-01 01:35:22,Start camera,0
2026-01-01 01:35:30,Low battery,0
2026-01-01 01:35:32,Motion detected,0
2026-01-01 01:35:39,Low battery,0
2026-01-01 01:35:41,Door opened,0
2026-01-01 01:35:43,Door opened,0
2026-01-01 01:35:51,Motion detected,0
2026-01-01 01:35:55,Door opened,0
2026-01-01 01:36:01,Door opened,0
2026-01-01 01:36:05,Stop camera,0
2026-01-01 01:36:10,Motion detected,0
2026-01-01 01:36:11,Door opened,0
2026-01-01 01:36:14,Door closed,0
2026-01-01 01:36:21,Signal lost,0
2026-01-01 01:36:26,Start camera,0
2026-01-01 01:36:34,Door closed,0
2026-01-01 01:36:38,Stop camera,0
2026-01-01 01:36:48,Stop camera,0
2026-01-01 01:36:52,Low battery,0
2026-01-01 01:36:53,Stop camera,0
2026-01-01 01:36:54,Signal lost,0
2026-01-01 01:37:02,Motion detected,0
2026-01-01 01:37:12,Door opened,0
2026-01-01 01:37:18,Low battery,0
2026-01-01 01:37:24,Signal lost,0
2026-01-01 01:37:32,Motion detected,0
2026-01-01 01:37:33,Low battery,0
2026-01-01 01:37:38,Stop camera,0
2026-01-01 01:37:39,Door closed,0
2026-01-01 01:37:47,Stop camera,0
2026-01-01 01:37:48,Signal lost,0
2026-01-01 01:37:50,Signal lost,0
2026-01-01 01:37:56,Low battery,0
2026-01-01 01:38:05,Door opened,0
2026-01-01 01:38:06,Start camera,0
2026-01-01 01:38:16,Door closed,0
2026-01-01 01:38:17,Door closed,0
2026-01-01 01:38:22,Door closed,0
2026-01-01 01:38:28,Stop camera,0
2026-01-01 01:38:35,Stop camera,0
2026-01-01 01:38:44,Low battery,0
2026-01-01 01:38:51,Low battery,0
2026-01-01 01:38:54,Door closed,0
2026-01-01 01:39:00,Door opened,0
2026-01-01 01:39:06,Door opened,0
2026-01-01 01:39:15,Motion detected,0
2026-01-01 01:39:20,Door opened,0
2026-01-01 01:39:24,Signal lost,0
2026-01-01 01:39:27,Signal lost,0
2026-01-01 01:39:32,Low battery,0
2026-01-01 01:39:33,Start camera,0
2026-01-01 01:39:43,Stop camera,0
2026-01-01 01:39:50,Tamper detected,1
2026-01-01 01:39:55,Stop camera,0
2026-01-01 01:40:05,Signal lost,0
2026-01-01 01:40:06,Door closed,0
2026-01-01 01:40:09,Signal lost,0
2026-01-01 01:40:13,Signal lost,0
2026-01-01 01:40:14,Door closed,0
2026-01-01 01:40:16,Door closed,0
2026-01-01 01:40:19,Tamper detected,1
2026-01-01 01:40:28,Camera offline,1
2026-01-01 01:40:30,Motion detected,0
2026-01-01 01:40:31,Door closed,0
2026-01-01 01:40:32,Door closed,0
2026-01-01 01:40:35,Stop camera,0
2026-01-01 01:40:43,Signal lost,0
2026-01-01 01:40:46,Low battery,0
2026-01-01 01:40:49,Low battery,0
2026-01-01 01:40:58,Signal lost,0
2026-01-01 01:41:06,Motion detected,0
2026-01-01 01:41:13,Motion detected,0
2026-01-01 01:41:22,Motion detected,0
2026-01-01 01:41:26,Start camera,0
2026-01-01 01:41:28,Low battery,0
2026-01-01 01:41:32,Door closed,0
2026-01-01 01:41:34,Door closed,0
2026-01-01 01:41:36,Door opened,0
2026-01-01 01:41:46,Stop camera,0
2026-01-01 01:41:55,Low battery,0
2026-01-01 01:41:56,Stop camera,0
2026-01-01 01:42:03,Start camera,0
2026-01-01 01:42:10,Stop camera,0
2026-01-01 01:42:20,Start camera,0
2026-01-01 01:42:29,Signal lost,0
2026-01-01 01:42:32,Door closed,0
2026-01-01 01:42:39,Signal lost,0
2026-01-01 01:42:44,Signal lost,0
2026-01-01 01:42:50,Door opened,0
2026-01-01 01:42:52,Tamper detected,1
2026-01-01 01:42:59,Door closed,0
2026-01-01 01:43:07,Motion detected,0
2026-01-01 01:43:11,Camera offline,1
2026-01-01 01:43:19,Motion detected,0
2026-01-01 01:43:29,Start camera,0
2026-01-01 01:43:37,Motion detected,0
2026-01-01 01:43:38,Door opened,0
2026-01-01 01:43:46,Start camera,0
2026-01-01 01:43:56,Door closed,0
2026-01-01 01:44:02,Door opened,0
2026-01-01 01:44:09,Low battery,0
2026-01-01 01:44:15,Stop camera,0
2026-01-01 01:44:20,Low battery,0
2026-01-01 01:44:26,Motion detected,0
2026-01-01 01:44:28,Signal lost,0
2026-01-01 01:44:31,Stop camera,0
2026-01-01 01:44:36,Motion detected,0
2026-01-01 01:44:42,Motion detected,0
2026-01-01 01:44:43,Door closed,0
2026-01-01 01:44:53,Door closed,0
2026-01-01 01:45:01,Start camera,0
2026-01-01 01:45:05,Low battery,0
2026-01-01 01:45:10,Stop camera,0
2026-01-01 01:45:17,Stop camera,0
2026-01-01 01:45:23,Signal lost,0
2026-01-01 01:45:31,Motion detected,0
2026-01-01 01:45:38,Stop camera,0
2026-01-01 01:45:44,Motion detected,0
2026-01-01 01:45:46,Stop camera,0
2026-01-01 01:45:56,Start camera,0
2026-01-01 01:46:02,Stop camera,0
2026-01-01 01:46:12,Door opened,0
2026-01-01 01:46:13,Door closed,0
2026-01-01 01:46:14,Door opened,0
2026-01-01 01:46:21,Signal lost,0
2026-01-01 01:46:31,Motion detected,0
2026-01-01 01:46:39,Door closed,0
2026-01-01 01:46:48,Start camera,0
2026-01-01 01:46:56,Start camera,0
2026-01-01 01:47:03,Signal lost,0
2026-01-01 01:47:09,Start camera,0
2026-01-01 01:47:11,Motion detected,0
2026-01-01 01:47:21,Start camera,0
2026-01-01 01:47:28,Start camera,0
2026-01-01 01:47:30,Door opened,0
2026-01-01 01:47:40,Door closed,0
2026-01-01 01:47:49,Motion detected,0
2026-01-01 01:47:58,Stop camera,0
2026-01-01 01:48:01,Motion detected,0
2026-01-01 01:48:10,Motion detected,0
2026-01-01 01:48:16,Door opened,0
2026-01-01 01:48:25,Door opened,0
2026-01-01 01:48:32,Door opened,0
2026-01-01 01:48:41,Door opened,0
2026-01-01 01:48:43,Motion detected,0
2026-01-01 01:48:50,Motion detected,0
2026-01-01 01:48:58,Motion detected,0
2026-01-01 01:49:00,Door closed,0
2026-01-01 01:49:01,Low battery,0
2026-01-01 01:49:04,Stop camera,0
2026-01-01 01:49:11,Motion detected,0
2026-01-01 01:49:20,Stop camera,0
2026-01-01 01:49:23,Signal lost,0
2026-01-01 01:49:30,Low battery,0
2026-01-01 01:49:37,Signal lost,0
2026-01-01 01:49:47,Low battery,0
2026-01-01 01:49:52,Motion detected,0
2026-01-01 01:49:54,Door closed,0
2026-01-01 01:49:59,Start camera,0
2026-01-01 01:50:00,Door closed,0
2026-01-01 01:50:08,Start camera,0
2026-01-01 01:50:11,Low battery,0
2026-01-01 01:50:12,Door closed,0
2026-01-01 01:50:20,Motion detected,0
2026-01-01 01:50:25,Signal lost,0
2026-01-01 01:50:34,Start camera,0
2026-01-01 01:50:43,Door closed,0
2026-01-01 01:50:46,Signal lost,0
2026-01-01 01:50:49,Motion detected,0
2026-01-01 01:50:52,Motion detected,0
2026-01-01 01:51:00,Low battery,0
2026-01-01 01:51:01,Low battery,0
2026-01-01 01:51:09,Stop camera,0
2026-01-01 01:51:13,Door opened,0
2026-01-01 01:51:17,Door closed,0
2026-01-01 01:51:24,Signal lost,0
2026-01-01 01:51:25,Motion detected,0
2026-01-01 01:51:34,Door closed,0
2026-01-01 01:51:37,Motion detected,0
2026-01-01 01:51:41,Door closed,0
2026-01-01 01:51:46,Low battery,0
2026-01-01 01:51:52,Unauthorized access,1
2026-01-01 01:51:53,Start camera,0
2026-01-01 01:52:02,Signal lost,0
2026-01-01 01:52:10,Signal lost,0
2026-01-01 01:52:16,Stop camera,0
2026-01-01 01:52:23,Low battery,0
2026-01-01 01:52:31,Door opened,0
2026-01-01 01:52:40,Signal lost,0
2026-01-01 01:52:43,Stop camera,0
2026-01-01 01:52:53,Low battery,0
2026-01-01 01:53:02,Signal lost,0
2026-01-01 01:53:08,Low battery,0
2026-01-01 01:53:16,Door opened,0
2026-01-01 01:53:17,Stop camera,0
2026-01-01 01:53:27,Stop camera,0
2026-01-01 01:53:29,Start camera,0
2026-01-01 01:53:34,Door opened,0
2026-01-01 01:53:42,Signal lost,0
2026-01-01 01:53:47,Start camera,0
2026-01-01 01:53:49,Low battery,0
2026-01-01 01:53:57,Start camera,0
2026-01-01 01:53:59,Start camera,0
2026-01-01 01:54:01,Signal lost,0
2026-01-01 01:54:02,Low battery,0
2026-01-01 01:54:08,Tamper detected,1
2026-01-01 01:54:14,Low battery,0
2026-01-01 01:54:19,Start camera,0
2026-01-01 01:54:21,Signal lost,0
2026-01-01 01:54:26,Start camera,0
2026-01-01 01:54:31,Signal lost,0
2026-01-01 01:54:36,Tamper detected,1
2026-01-01 01:54:46,Door closed,0
2026-01-01 01:54:56,Motion detected,0
2026-01-01 01:54:58,Motion detected,0
2026-01-01 01:55:04,Signal lost,0
2026-01-01 01:55:12,Low battery,0
2026-01-01 01:55:15,Door opened,0
2026-01-01 01:55:22,Signal lost,0
2026-01-01 01:55:27,Motion detected,0
2026-01-01 01:55:33,Signal lost,0
2026-01-01 01:55:34,Door closed,0
2026-01-01 01:55:39,Tamper detected,1
2026-01-01 01:55:43,Door closed,0
2026-01-01 01:55:46,Low battery,0
2026-01-01 01:55:50,Signal lost,0
2026-01-01 01:55:51,Start camera,0
2026-01-01 01:55:53,Signal lost,0
2026-01-01 01:55:58,Signal lost,0
2026-01-01 01:56:03,Low battery,0
2026-01-01 01:56:10,Stop camera,0
2026-01-01 01:56:13,Stop camera,0
2026-01-01 01:56:17,Tamper detected,1
2026-01-01 01:56:21,Door opened,0
2026-01-01 01:56:30,Tamper detected,1
2026-01-01 01:56:40,Stop camera,0
2026-01-01 01:56:46,Motion detected,0
2026-01-01 01:56:51,Door opened,0
2026-01-01 01:56:57,Low battery,0
2026-01-01 01:57:00,Stop camera,0
2026-01-01 01:57:06,Door closed,0
2026-01-01 01:57:07,Stop camera,0
2026-01-01 01:57:10,Door opened,0
2026-01-01 01:57:14,Camera offline,1
2026-01-01 01:57:18,Signal lost,0
2026-01-01 01:57:21,Signal lost,0
2026-01-01 01:57:30,Door closed,0
2026-01-01 01:57:32,Camera offline,1
2026-01-01 01:57:40,Stop camera,0
2026-01-01 01:57:47,Stop camera,0
2026-01-01 01:57:54,Start camera,0
2026-01-01 01:57:56,Tamper detected,1
2026-01-01 01:58:06,Low battery,0
2026-01-01 01:58:10,Start camera,0
2026-01-01 01:58:17,Door opened,0
2026-01-01 01:58:24,Door opened,0
2026-01-01 01:58:27,Low battery,0
2026-01-01 01:58:29,Door closed,0
2026-01-01 01:58:39,Door opened,0
2026-01-01 01:58:47,Low battery,0
2026-01-01 01:58:49,Motion detected,0
2026-01-01 01:58:59,Start camera,0
2026-01-01 01:59:04,Motion detected,0
2026-01-01 01:59:05,Camera offline,1
2026-01-01 01:59:15,Motion detected,0
2026-01-01 01:59:21,Door closed,0
2026-01-01 01:59:31,Door closed,0
2026-01-01 01:59:32,Start camera,0
2026-01-01 01:59:36,Signal lost,0
2026-01-01 01:59:40,Low battery,0
2026-01-01 01:59:43,Motion detected,0
2026-01-01 01:59:49,Stop camera,0
2026-01-01 01:59:54,Door opened,0
2026-01-01 01:59:56,Low battery,0
2026-01-01 02:00:00,Stop camera,0
2026-01-01 02:00:06,Low battery,0
2026-01-01 02:00:11,Signal lost,0
2026-01-01 02:00:15,Low battery,0
2026-01-01 02:00:24,Unauthorized access,1
2026-01-01 02:00:25,Door opened,0
2026-01-01 02:00:34,Signal lost,0
2026-01-01 02:00:41,Tamper detected,1
2026-01-01 02:00:49,Stop camera,0
2026-01-01 02:00:58,Unauthorized access,1
2026-01-01 02:01:00,Unauthorized access,1
2026-01-01 02:01:10,Start camera,0
2026-01-01 02:01:11,Start camera,0
2026-01-01 02:01:18,Low battery,0
2026-01-01 02:01:25,Door opened,0
2026-01-01 02:01:28,Door closed,0
2026-01-01 02:01:36,Tamper detected,1
2026-01-01 02:01:43,Low battery,0
2026-01-01 02:01:53,Start camera,0
2026-01-01 02:01:55,Door opened,0
2026-01-01 02:02:02,Motion detected,0
2026-01-01 02:02:07,Low battery,0
2026-01-01 02:02:11,Stop camera,0
2026-01-01 02:02:17,Door opened,0
2026-01-01 02:02:21,Start camera,0
