timestamp,event,label,hour,minute,second,time_diff
2026-03-23 08:42:31,Stop camera,0,8,42,31,9.0
2026-03-23 08:42:41,Signal lost,0,8,42,41,10.0
2026-03-23 08:42:42,Motion detected,0,8,42,42,1.0
2026-03-23 08:42:44,Signal lost,0,8,42,44,2.0
2026-03-23 08:42:49,Signal lost,0,8,42,49,5.0
2026-03-23 08:42:54,Start camera,0,8,42,54,5.0
2026-03-23 08:42:58,Motion detected,0,8,42,58,4.0
2026-03-23 08:43:07,Door closed,0,8,43,7,9.0
2026-03-23 08:43:09,Door closed,0,8,43,9,2.0
2026-03-23 08:43:13,Door opened,0,8,43,13,4.0
2026-03-23 08:43:17,Start camera,0,8,43,17,4.0
2026-03-23 08:43:25,Signal lost,0,8,43,25,8.0
2026-03-23 08:43:29,Stop camera,0,8,43,29,4.0
2026-03-23 08:43:37,Signal lost,0,8,43,37,8.0
2026-03-23 08:43:43,Signal lost,0,8,43,43,6.0
2026-03-23 08:43:47,Motion detected,0,8,43,47,4.0
2026-03-23 08:43:57,Signal lost,0,8,43,57,10.0
2026-03-23 08:44:01,Door opened,0,8,44,1,4.0
2026-03-23 08:44:04,Door closed,0,8,44,4,3.0
2026-03-23 08:44:05,Signal lost,0,8,44,5,1.0
2026-03-23 08:44:12,Start camera,0,8,44,12,7.0
2026-03-23 08:44:21,Stop camera,0,8,44,21,9.0
2026-03-23 08:44:23,Signal lost,0,8,44,23,2.0
2026-03-23 08:44:32,Motion detected,0,8,44,32,9.0
2026-03-23 08:44:34,Motion detected,0,8,44,34,2.0
2026-03-23 08:44:42,Door opened,0,8,44,42,8.0
2026-03-23 08:44:43,Stop camera,0,8,44,43,1.0
2026-03-23 08:44:52,Door opened,0,8,44,52,9.0
2026-03-23 08:44:57,Door closed,0,8,44,57,5.0
2026-03-23 08:45:03,Stop camera,0,8,45,3,6.0
2026-03-23 08:45:13,Door opened,0,8,45,13,10.0
2026-03-23 08:45:22,Door opened,0,8,45,22,9.0
2026-03-23 08:45:24,Door opened,0,8,45,24,2.0
2026-03-23 08:45:27,Stop camera,0,8,45,27,3.0
2026-03-23 08:45:28,Door opened,0,8,45,28,1.0
2026-03-23 08:45:31,Stop camera,0,8,45,31,3.0
2026-03-23 08:45:35,Stop camera,0,8,45,35,4.0
2026-03-23 08:45:37,Start camera,0,8,45,37,2.0
2026-03-23 08:45:39,Low battery,0,8,45,39,2.0
2026-03-23 08:45:48,Low battery,0,8,45,48,9.0
2026-03-23 08:45:52,Motion detected,0,8,45,52,4.0
2026-03-23 08:45:58,Door closed,0,8,45,58,6.0
